title,box_off_num
"봄, 눈",259330.85929990007
은교,150750.19324777275
간기남,846909.2559272397
시체가 돌아왔다,1723356.8474548464
말하는 건축가,3729.272020623409
밀월도 가는 길,1644.6842361611898
파파,453125.7877258007
점박이:한반도의 공룡3D,73173.04163129635
댄싱퀸,4355669.124622777
누구의 딸도 아닌 해원,32529.156936564053
신세계,2372724.6542755906
굿바이 홈런,3626.433941245597
불륜의 시대,1018.7898885322542
남쪽으로 튀어,789943.8599019411
좋은 친구들,1133800.2835714763
지슬 - 끝나지 않은 세월 2,1834.7508693559182
누구나 제 명에 죽고 싶다,6205.54819643701
사이코메트리,572053.4112853794
환상속의 그대,5095.266580631139
몽타주,2764478.1465496086
"힘내세요, 병헌씨",1213.520063081173
꼭두각시,116951.84319264386
홀리,344.73107757214683
마이 라띠마,263301.5503097812
더 테러 라이브,688699.6349398291
슈퍼피쉬 - 끝없는 여정,1285.0172986710324
콩가네,5.413305804164219
허풍,306.2531036124278
젊은 엄마,159.54501941463766
노라노,19088.602954387618
노브레싱,68187.72065111015
말하는 건축 시티:홀,2908.1190327573954
댄서김의 은밀한 교수법,0.47534607580343463
소원,356026.3466553915
고양이 소녀,150.52913120958453
롤플레이 2 : 동침,243.939950823366
동창생,2642976.775317687
용의자,5076024.939993765
미녀전쟁,224.35165764420688
캐치미,595566.0756456534
그 강아지 그 고양이,74499.12701138272
화려한 외출,3.329670841354655
오하이오 삿포로,738.1262778588374
마이 리틀 히어로,587391.3095520937
박수건달,6201828.8500754405
배꼽,1.4277564212049905
나가요 미스콜,1677.3649244804565
우아한 거짓말,19944.270600313168
미스터 컴퍼니,5413.278455201091
우리별 일호와 얼룩소,1096.0921436006777
찌라시: 위험한 소문,1377414.9209855571
조선미녀삼총사,1522633.5767917838
만찬,3720.1357431692604
한 번도 안 해본 여자,1761.5641937234889
살인자,6.329545404856917
  이것이 우리의 끝이다,3119.6770967927564
그댄 나의 뱀파이어,943.1966966053641
황제를 위하여,11.11659400171424
레디액션! 폭력영화,1640.5382980105958
스퀴시랜드,76879.0516799525
우는 남자,1429882.6510974397
하이힐,1581444.583712523
도희야,18096.24548391633
표적,661773.3855668285
10분,58142.71658390951
메이크 유어 무브,244242.13474591152
카토 프로젝트,410.3827755368485
녀녀녀,122.7200669102801
방황하는 칼날,1593972.637840475
바리새인,0.2461225166509171
욕망의 독: 중독,970.8029541534061
설계,1937.8646691220454
레쓰링,473.21423031680547
원 컷 - 어느 친절한 살인자의 기록,1825.5012067444134
픽업 아티스트,865.4827795924233
옹녀뎐,0.9861003882180652
왓니껴,1970.1475143341397
족구왕,6942.25091225706
내 연애의 기억,16249.460836126047
바세코의 아이들,2973.7309825716616
명량,8068363.978860026
군도: 민란의 시대,8400383.854614198
산타바바라,24901.795925296807
나는 야한 여자가 좋다,482.8238758797804
숙희,999.9840091368433
더 테너 리리코 스핀토,4976.15554636135
기술자들,1324758.3008868743
신화 라이브 3D 더 레전드 컨티뉴스,4874.035634663474
악사들,4948.863199447133
울언니,2929.5355310828572
정사: 위험한 성적유희,441.88386483714095
레디액션 청춘,428192.8885087895
"제자, 옥한흠",2524.591999418093
환상,615.7320942823471
위층여자,929.8208037590102
가자! 장미여관으로 3 - 방황,1868.068078262936
나는 야한 여자가 좋다 3,473.77707876221183
스물,1848752.1120297776
그라운드의 이방인,2859.2053151943405
살인의뢰,248872.172585301
살인캠프,270.7841297470497
헬머니,876353.4626915733
조류인간,7.963183048998625
최강전사 미니특공대 : 새로운 악당의 습격,58065.26661877323
생각보다 맑은,7.172785208551495
고양이 장례식,4985.062803301927
설해,89620.73322910756
나의 절친 악당들,1638640.7807602156
연평해전,2838005.6944563305
극비수사,1041637.6375197192
성난 화가,2707.0935338547297
은밀한 유혹,1593745.1564061972
혜경궁 홍씨,727.5621618458259
무뢰한,796698.5300293043
간신,1178696.7530031349
연애의 맛,4.68265025809554
잡식가족의 딜레마,10707.243648655045
플랑크 상수,85.10946291170346
장수상회,1199459.7100600663
파울볼,28338.194011580115
춘희막이,29141.30990716513
덫: 치명적인 유혹,539.3283770496824
션샤인 러브,23084.02447594043
사도,2567983.7361432086
돼지 같은 여자,98848.42015712027
사랑이 이긴다,43272.62786090682
슈퍼레이서 엔지,3129.586731106849
제 7기사단,9.18121586916639
고백,1.6209489511810553
미쓰 와이프,814820.8727182267
위로공단,8078.354572796354
베테랑,4474201.388963637
악인은 살아 있다,13249.495910357731
쓰리 썸머 나잇,294538.1515013275
마돈나,122317.08595009657
"나의 아들, 나의 어머니",1390.9989238736928
슬픈남자,0.3626936142449353
타이밍,10283.121621254919
타투,5.779270500438929
어떤이의 꿈,60.08051833058384
해에게서 소년에게,5957.5721365696745
울보 권투부,3951.835453763881
어떤살인,7.8767190233236
말하지 못한 비밀,1423.5233296354259
조선안방 스캔들-칠거지악 2,505.8618309453772
