title,box_off_num
표적,862381.0507333726
10분,63434.46892163124
메이크 유어 무브,105079.40310196661
카토 프로젝트,273.52708918692963
녀녀녀,308.49495593280176
방황하는 칼날,1132824.2436754494
바리새인,9.483716965175425
욕망의 독: 중독,2345.8459340571853
설계,2484.6893606073195
레쓰링,713.0260750068551
원 컷 - 어느 친절한 살인자의 기록,1665.606237375735
픽업 아티스트,851.9759977031055
옹녀뎐,17.220058194983334
왓니껴,1757.4230302100734
족구왕,8733.634597881048
내 연애의 기억,21366.133037783864
바세코의 아이들,1139.6607233389982
명량,4647236.13986405
군도: 민란의 시대,3824351.1668968387
산타바바라,26288.711136210295
나는 야한 여자가 좋다,465.38371736890315
숙희,1561.3419781641353
더 테너 리리코 스핀토,6770.7464979307815
기술자들,882890.7377751264
신화 라이브 3D 더 레전드 컨티뉴스,5975.604452116192
악사들,1883.6360865643715
울언니,3110.759980981078
정사: 위험한 성적유희,363.16314487285473
레디액션 청춘,382368.76122118573
"제자, 옥한흠",2456.039010535547
환상,600.0955989754673
위층여자,1075.249294166075
가자! 장미여관으로 3 - 방황,1918.3137742059707
나는 야한 여자가 좋다 3,350.6464460673213
스물,1700405.4477289673
그라운드의 이방인,5756.023903061398
살인의뢰,250948.40503540673
살인캠프,451.6470015969898
헬머니,690629.4665983934
조류인간,831.4798047873157
최강전사 미니특공대 : 새로운 악당의 습격,18812.264541354303
생각보다 맑은,24.712012622331827
고양이 장례식,3969.625785000906
설해,65549.540748217
나의 절친 악당들,945518.2383520864
연평해전,2072745.842690828
극비수사,1130113.8939186854
성난 화가,1672.37563568812
은밀한 유혹,1719162.36001061
혜경궁 홍씨,1082.863246075941
무뢰한,440121.65805340605
간신,874286.7675576818
연애의 맛,1108.2811896133605
잡식가족의 딜레마,14536.730822743217
플랑크 상수,327.0175346760409
장수상회,780244.9718079625
파울볼,51259.384709030084
춘희막이,24503.87347921153
덫: 치명적인 유혹,1744.020823900381
션샤인 러브,16852.241438349978
사도,2715689.2175857606
돼지 같은 여자,35905.276423991454
사랑이 이긴다,41690.29571227803
슈퍼레이서 엔지,5611.138108810203
제 7기사단,119.18253324828301
고백,33.203692380956056
미쓰 와이프,682996.0687888901
위로공단,10027.275710550337
베테랑,2468761.3607613402
악인은 살아 있다,7259.392722927901
쓰리 썸머 나잇,329901.87915670226
마돈나,102354.20267073018
"나의 아들, 나의 어머니",1008.6844001776454
슬픈남자,42.09850231109567
타이밍,5255.2190623058805
타투,43.187944114035076
어떤이의 꿈,232.8692064335448
해에게서 소년에게,3868.3436371655944
울보 권투부,3036.2664485755668
어떤살인,372.1983783540706
말하지 못한 비밀,4043.7695531000154
조선안방 스캔들-칠거지악 2,374.25192549521455
