title,box_off_num
점박이:한반도의 공룡3D,56145.024271689836
댄싱퀸,5239954.040650062
누구의 딸도 아닌 해원,18794.379933641787
신세계,2951711.406275113
굿바이 홈런,2943.665738023574
불륜의 시대,741.9287941233795
남쪽으로 튀어,600422.4628293611
좋은 친구들,1109424.450193223
지슬 - 끝나지 않은 세월 2,1847.9805714124009
누구나 제 명에 죽고 싶다,3690.7622067577936
사이코메트리,537182.9662246654
환상속의 그대,4883.151674247245
몽타주,2820478.1903601894
"힘내세요, 병헌씨",1158.9213054570573
꼭두각시,48140.46329857996
홀리,973.1506336330507
마이 라띠마,261793.4440016308
더 테러 라이브,714595.6874658249
슈퍼피쉬 - 끝없는 여정,676.9387458211501
콩가네,171.5590304006457
허풍,210.87313649613878
젊은 엄마,555.7241016656071
노라노,16518.229794796716
노브레싱,32295.426284511093
말하는 건축 시티:홀,2537.129196694101
댄서김의 은밀한 교수법,60.832243013646355
소원,514682.2871920126
고양이 소녀,260.7737292543138
롤플레이 2 : 동침,184.78060041468544
동창생,1964246.0528475665
용의자,5771747.156240083
미녀전쟁,164.72190407162273
캐치미,870090.8929013326
그 강아지 그 고양이,42320.53357247297
화려한 외출,93.72773077048325
오하이오 삿포로,837.544841211773
마이 리틀 히어로,1318486.3512588956
박수건달,7025399.289661644
배꼽,105.81363364758678
나가요 미스콜,1064.1410239960217
우아한 거짓말,29170.320662764327
미스터 컴퍼니,6471.715575410024
우리별 일호와 얼룩소,2424.150381384844
찌라시: 위험한 소문,1454829.7328729038
조선미녀삼총사,1770090.7756811036
만찬,4924.5426244395985
한 번도 안 해본 여자,775.5939063343613
살인자,121.14819828420184
  이것이 우리의 끝이다,4108.586637814037
그댄 나의 뱀파이어,1024.0176886643935
황제를 위하여,232.46611289030753
레디액션! 폭력영화,2416.086848955937
스퀴시랜드,94939.38931380285
우는 남자,1324433.4207048558
하이힐,1788246.9393281147
도희야,13233.211514552439
표적,1049840.5986230902
10분,60024.47658839426
메이크 유어 무브,134206.96718567435
카토 프로젝트,260.23641376912957
녀녀녀,220.28286471633828
방황하는 칼날,973589.4574372172
바리새인,114.99582798116404
욕망의 독: 중독,1279.930612494451
설계,2869.7011770824774
레쓰링,509.33180703237065
원 컷 - 어느 친절한 살인자의 기록,1933.4732024176435
픽업 아티스트,826.379231324255
옹녀뎐,90.22447039606753
왓니껴,2258.391900998535
족구왕,11517.22589658719
내 연애의 기억,25746.238803146978
바세코의 아이들,1180.9500566209992
명량,6589275.41566781
군도: 민란의 시대,6014807.586083039
산타바바라,14119.609290289118
나는 야한 여자가 좋다,369.4511971849075
숙희,564.6808459256634
더 테너 리리코 스핀토,10192.491384902816
기술자들,1024856.660387716
신화 라이브 3D 더 레전드 컨티뉴스,3937.1119620974487
악사들,3340.7262310796323
울언니,2257.3904363075976
정사: 위험한 성적유희,269.208474763854
레디액션 청춘,437337.3046368632
"제자, 옥한흠",4220.769359079822
환상,426.13711002094465
위층여자,607.9340622220934
가자! 장미여관으로 3 - 방황,1323.3912973518163
나는 야한 여자가 좋다 3,348.15267341087633
스물,2144122.484857005
그라운드의 이방인,3274.080036924826
살인의뢰,284778.0636515952
살인캠프,536.3435167793428
헬머니,794671.1702613868
조류인간,747.3682676067076
최강전사 미니특공대 : 새로운 악당의 습격,29885.146954090145
생각보다 맑은,160.9768599950795
고양이 장례식,7855.765827223267
설해,115782.59689933923
나의 절친 악당들,1180285.4790522184
연평해전,1950608.1305159952
극비수사,1213320.8919498576
성난 화가,2426.459636538747
은밀한 유혹,1820453.1566771981
혜경궁 홍씨,1284.929887282549
무뢰한,540661.0020053239
간신,1247111.2987763297
연애의 맛,168.17647050518084
잡식가족의 딜레마,11548.943841569315
플랑크 상수,274.67095579951666
장수상회,1449939.6803254504
파울볼,92746.1530444364
춘희막이,15348.6214012213
덫: 치명적인 유혹,862.4334630777521
션샤인 러브,28265.14564413969
사도,3825043.2686131457
돼지 같은 여자,20614.32603451133
사랑이 이긴다,36785.80762660104
슈퍼레이서 엔지,14800.41288182226
제 7기사단,313.47596547882375
고백,183.8134808369502
미쓰 와이프,626783.2858649717
위로공단,5564.93498142762
베테랑,6474746.0613123905
악인은 살아 있다,7244.031742694393
쓰리 썸머 나잇,188832.34985270264
마돈나,73321.4669451085
"나의 아들, 나의 어머니",1265.0675082533962
슬픈남자,132.5324546323981
타이밍,5994.846838043869
타투,185.68558977528573
어떤이의 꿈,242.43873185376117
해에게서 소년에게,4368.95609461045
울보 권투부,5824.680314290978
어떤살인,205.24962569786751
말하지 못한 비밀,1645.5018340826741
조선안방 스캔들-칠거지악 2,323.12934192870506
